"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","alive","knockdown","dead","unviable","living","julian","day"
"5477","24H-5A-3-4","AF","AF","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5478","24H-5A-3-5","AM","AM","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5479","24H-5A-3-6","5","5","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5480","24H-5A-3-7","5","5","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5481","24H-5A-3-8","5","5","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5482","24H-5A-3-9","5","5","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5483","24H-5A-3-10","5","5","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5484","24H-5A-3-11","5","5","","5A",180,"3","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5485","24H-5A-4-1","AF","AF","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5486","24H-5A-4-2","AF","AF","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5487","24H-5A-4-3","AM","AM","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5488","24H-5A-4-4","4","4","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5489","24H-5A-4-5","5","5","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"D",0,0,1,1,0,16869,1
"5490","24H-5A-4-6","AF","AF","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5491","24H-5A-4-7","AM","AM","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5492","24H-5A-4-8","AF","AF","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5493","24H-5A-4-9","5","5","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5494","24H-5A-4-10","AF","AF","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5495","24H-5A-4-11","AM","AM","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"D",0,0,1,1,0,16869,1
"5496","24H-5A-4-12","AM","AM","","5A",180,"4","24H-5A","24H-5A-180","24H",2016-03-09,"K",0,1,0,1,1,16869,1
"5497","24H-CO-1-1","AF","AF","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5498","24H-CO-1-2","AM","AM","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5499","24H-CO-1-3","5","AM","MOLT 3/29","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5500","24H-CO-1-4","5","AF","STUCK AT MOLTING 3/9","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5501","24H-CO-1-5","AM","AM","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5502","24H-CO-1-6","5","5","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5503","24H-CO-1-7","5","AF","MOLT 3/15 OR 22","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5504","24H-CO-1-8","AM","AM","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5505","24H-CO-1-9","AM","AM","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5506","24H-CO-1-10","5","5","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5507","24H-CO-1-11","5","5","","CO",180,"1","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5508","24H-CO-2-1","AF","AF","ALIVE 3/22","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5509","24H-CO-2-2","AM","AM","","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5510","24H-CO-2-3","AM","AM","","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5511","24H-CO-2-4","5","5","","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5512","24H-CO-2-5","5","5","","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5513","24H-CO-2-6","AF","AF","","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5514","24H-CO-2-7","AF","AF","4 eggs, 3 1st instars; 5 1st Instars and 5 eggs 3/29","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5515","24H-CO-2-8","5","AF","MOLT 3/15 OR 22","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5516","24H-CO-2-9","5","AF","MOLT 3/15 OR 22","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5517","24H-CO-2-10","5","5","","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5518","24H-CO-2-11","AM","AM","","CO",180,"2","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5519","24H-CO-3-1","5","5","KON 3/22","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5520","24H-CO-3-2","AF","AF","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5521","24H-CO-3-3","5","5","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5522","24H-CO-3-4","5","5","MOLT WHILE EXPOSE","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5523","24H-CO-3-5","AF","AF","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5524","24H-CO-3-6","AF","AF","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5525","24H-CO-3-7","AM","AM","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5526","24H-CO-3-8","AM","AM","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5527","24H-CO-3-9","AM","AM","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5528","24H-CO-3-10","5","5","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5529","24H-CO-3-11","AF","AF","","CO",180,"3","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5530","24H-CO-4-1","5","5","","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5531","24H-CO-4-2","5","5","","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5532","24H-CO-4-3","AF","AF","5 eggs and 1st 3/29","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5533","24H-CO-4-4","AM","AM","MOLT WHILE EXPOSE","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5534","24H-CO-4-5","5","AU","Adult; sex unidentified","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5535","24H-CO-4-6","AF","AF","","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5536","24H-CO-4-7","AM","AM","","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5537","24H-CO-4-8","5","5","DEFORMED WAS IN MOLT3/22","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5538","24H-CO-4-9","AF","AF","4 EGGS, 2 1ST INSTAR 3/22;3 1ST 3/29\","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5539","24H-CO-4-10","AM","AM","","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5540","24H-CO-4-11","AF","AF","","CO",180,"4","24H-CO","24H-CO-180","24H",2016-03-09,"A",1,0,0,0,1,16869,1
"5541","01H-5A-1-01","AF","AF","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5542","01H-5A-1-02","4","4","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5543","01H-5A-1-03","AM","AM","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5544","01H-5A-1-04","5","5","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5545","01H-5A-1-05","AF","AF","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5546","01H-5A-1-06","5","5","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5547","01H-5A-1-07","AM","AM","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5548","01H-5A-1-08","AF","AF","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5549","01H-5A-1-09","5","5","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5550","01H-5A-1-10","AM","AM","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5551","01H-5A-1-11","AF","AF","","5A",180,"1","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5552","01H-5A-2-01","AF","AF","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5553","01H-5A-2-02","AF","AF","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5554","01H-5A-2-03","AF","AF","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5555","01H-5A-2-04","5","5","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5556","01H-5A-2-05","5","5","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5557","01H-5A-2-06","AM","AM","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5558","01H-5A-2-07","AF","AF","1 EGG LAID","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5559","01H-5A-2-08","AF","AF","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5560","01H-5A-2-09","4","4","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5561","01H-5A-2-10","5","5","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5562","01H-5A-2-11","AF","AF","","5A",180,"2","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5563","01H-5A-3-01","AF","AF","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5564","01H-5A-3-02","AM","AM","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5565","01H-5A-3-03","4","4","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5566","01H-5A-3-04","5","5","MOLTING AS OF 3/9; DIED IN MOLT","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5567","01H-5A-3-05","5","5","FOUND DEAD","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5568","01H-5A-3-06","AM","AM","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5569","01H-5A-3-07","AM","AM","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5570","01H-5A-3-08","5","5","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5571","01H-5A-3-09","AF","AF","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5572","01H-5A-3-10","AM","AM","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5573","01H-5A-3-11","5","5","","5A",180,"3","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5574","01H-5A-4-01","AF","AF","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5575","01H-5A-4-02","AM","AM","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5576","01H-5A-4-03","AM","AM","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5577","01H-5A-4-04","AM","AM","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5578","01H-5A-4-05","AF","AF","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5579","01H-5A-4-06","4","4","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5580","01H-5A-4-07","AM","AM","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5581","01H-5A-4-08","AF","AF","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5582","01H-5A-4-09","AF","AF","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"K",0,1,0,1,1,16875,7
"5583","01H-5A-4-10","AM","AM","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5584","01H-5A-4-11","5","5","","5A",180,"4","01H-5A","01H-5A-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5585","01H-CO-1-01","AF","AF","","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5586","01H-CO-1-02","AF","AF","","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5587","01H-CO-1-03","5","AF","MOLT DURING EXPOSURE","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5588","01H-CO-1-04","5","AF","MOLTING 3/9","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5589","01H-CO-1-05","AF","AF","","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5590","01H-CO-1-06","AF","AF","","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5591","01H-CO-1-07","AM","AM","","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5592","01H-CO-1-08","5","AM","MOLT 3/9","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5593","01H-CO-1-09","5","AM","MOLT 3/9","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5594","01H-CO-1-10","AF","AF","","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5595","01H-CO-1-11","5","AF","MOLT 3/9","CO",180,"1","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5596","01H-CO-2-01","AF","AF","","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5597","01H-CO-2-02","5","5","IN MOLT DURING EXPOSURE, STILL MOLT 3/22","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5598","01H-CO-2-03","5","5","","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5599","01H-CO-2-04","5","5","","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5600","01H-CO-2-05","5","AF","MOLT 3/9","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5601","01H-CO-2-06","5","5","IN MOLT DURING EXPOSURE","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5602","01H-CO-2-07","5","AM","MOLT 3/9","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5603","01H-CO-2-08","AM","AM","","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5604","01H-CO-2-09","AF","AF","","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5605","01H-CO-2-10","AM","AM","","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5606","01H-CO-2-11","5","5","SQUISHED","CO",180,"2","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5607","01H-CO-3-01","5","5","","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5608","01H-CO-3-02","5","AF","MOLT 3/15 OR 22","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5609","01H-CO-3-03","5","AF","MOLT 3/15 OR 22","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5610","01H-CO-3-04","5","5","","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5611","01H-CO-3-05","5","AF","MOLT 3/9","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5612","01H-CO-3-06","5","AF","MOLT 3/15 OR 22","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5613","01H-CO-3-07","AF","AF","","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5614","01H-CO-3-08","AF","AF","","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5615","01H-CO-3-09","AF","AF","","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5616","01H-CO-3-10","AF","AF","","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5617","01H-CO-3-11","AF","AF","","CO",180,"3","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5618","01H-CO-4-01","AF","AF","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5619","01H-CO-4-02","5","5","MOLTING DURING EXPOSRUE","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5620","01H-CO-4-03","4","4","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5621","01H-CO-4-04","5","5","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5622","01H-CO-4-05","5","AF","MOLT 3/9","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5623","01H-CO-4-06","5","AM","MOLT 3/9","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5624","01H-CO-4-07","5","5","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"D",0,0,1,1,0,16875,7
"5625","01H-CO-4-08","AF","AF","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5626","01H-CO-4-09","5","5","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5627","01H-CO-4-10","4","4","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5628","01H-CO-4-11","AM","AM","","CO",180,"4","01H-CO","01H-CO-180","01H",2016-03-15,"A",1,0,0,0,1,16875,7
"5629","03H-5A-1-01","AF","AF","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5630","03H-5A-1-02","5","5","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5631","03H-5A-1-03","AM","AM","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5632","03H-5A-1-04","AM","AM","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5633","03H-5A-1-05","4","4","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5634","03H-5A-1-06","5","5","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5635","03H-5A-1-07","AF","AF","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5636","03H-5A-1-08","5","5","DIED AT EXPOSURE","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5637","03H-5A-1-09","AF","AF","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5638","03H-5A-1-10","AF","AF","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5639","03H-5A-1-11","5","5","","5A",180,"1","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5640","03H-5A-2-01","5","5","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5641","03H-5A-2-02","AF","AF","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5642","03H-5A-2-03","AF","AF","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5643","03H-5A-2-04","AM","AM","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5644","03H-5A-2-05","AF","AF","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5645","03H-5A-2-06","AF","AF","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5646","03H-5A-2-07","AF","AF","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5647","03H-5A-2-08","5","5","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5648","03H-5A-2-09","AF","AF","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5649","03H-5A-2-10","AM","AM","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5650","03H-5A-2-11","AF","AF","","5A",180,"2","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5651","03H-5A-3-01","AF","AF","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5652","03H-5A-3-02","AF","AF","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5653","03H-5A-3-03","AF","AF","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5654","03H-5A-3-04","AF","AF","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5655","03H-5A-3-05","5","5","DIED IN MOLT","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5656","03H-5A-3-06","5","5","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5657","03H-5A-3-07","AF","AF","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5658","03H-5A-3-08","5","5","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5659","03H-5A-3-09","AF","AF","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5660","03H-5A-3-10","5","5","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5661","03H-5A-3-11","AM","AM","","5A",180,"3","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5662","03H-5A-4-01","5","5","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5663","03H-5A-4-02","AF","AF","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5664","03H-5A-4-03","4","4","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5665","03H-5A-4-04","AF","AF","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5666","03H-5A-4-05","5","5","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5667","03H-5A-4-06","5","5","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
